config,Level,Field,Type,N,ExactAcc,Precision,Recall,F1,HallucinationRate,MissRate_N,MissRate_validGold,N_valid,BothNull,MAE,RMSE,TolAcc_0,TolAcc_0.5,TolAcc_1.0,TolAcc_1.5,TolAcc_2.0,Accuracy,MacroF1,Kappa,AUROC,TolAcc_1,TolAcc_2,TolAcc_3,TolAcc_4,TolAcc_5,ReportExactMatch,ReportExactCount,OverallAverage_4Q,OverallAverage_ref
Qwen2.5-7B_LowRank_FT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.1912,1.7471,0.9748,,,,,,,,,0.979,0.9811,0.9874,0.9895,0.9895,,,,
Qwen2.5-7B_LowRank_FT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.5462,3.061,0.9349,,,,,,,,,0.9412,0.9475,0.9559,0.9685,0.9727,,,,
Qwen2.5-7B_LowRank_FT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.6597,314.0,93.7763,90.5869
Qwen2.5-7B_HighRank_FT,field,TumorLocation,array,476,0.9475,0.9545,0.9564,0.9555,0.0455,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,TumorCircumference,array,476,0.8445,0.8505,0.8585,0.8545,0.1495,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,TumorSize,numeric,476,,,,,0.0063,0.0,0.0,473.0,0.0,0.1381,0.7128,0.9345,0.9556,0.9641,0.9683,0.9725,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,Histologic_type,array,476,0.895,0.8992,0.8955,0.8973,0.1008,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,Lauren_type,categorical,476,,,,,0.0,0.0,0.0,476.0,0.0,,,,,,,,0.9643,0.8926,0.9323,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,Differentiation,array,476,0.9076,0.9361,0.9159,0.9259,0.0639,0.0357,0.041,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,ProximalMargin,numeric,476,,,,,0.0042,0.0021,0.0021,473.0,0.0,0.1782,0.9172,0.9323,0.945,0.9619,0.9619,0.9662,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,DistalMargin,numeric,476,,,,,0.0021,0.0021,0.0021,474.0,0.0,0.2928,1.5443,0.9346,0.9473,0.9494,0.9515,0.9536,,,,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,LymphovascularInvasion,binary,476,,,,0.9588,0.0,0.0,0.0,475.0,1.0,,,,,,,,0.9495,,,0.9496,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,PerineuralInvasion,binary,476,,,,0.9658,0.0,0.0,0.0,475.0,1.0,,,,,,,,0.9811,,,0.9689,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,T_stage,categorical,476,,,,,0.0042,0.0021,0.0021,472.0,1.0,,,,,,,,0.9619,0.932,0.9489,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,N_stage,categorical,476,,,,,0.0042,0.0021,0.0021,473.0,0.0,,,,,,,,0.9789,0.8018,0.9557,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,M_stage,categorical,476,,,,,0.0021,0.0021,0.0021,474.0,0.0,,,,,,,,0.9852,0.8562,0.713,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,Staging,categorical,476,,,,,0.0084,0.0021,0.0021,470.0,1.0,,,,,,,,0.9255,0.8315,0.8825,,,,,,,,,,
Qwen2.5-7B_HighRank_FT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.1891,1.7465,0.9769,,,,,,,,,0.979,0.9811,0.9874,0.9895,0.9895,,,,
Qwen2.5-7B_HighRank_FT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.4937,2.8752,0.9349,,,,,,,,,0.9454,0.9559,0.958,0.9664,0.9727,,,,
Qwen2.5-7B_HighRank_FT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.6975,332.0,94.2621,91.5919
Gemma3-12B_LowRank_FT,field,TumorLocation,array,476,0.937,0.9487,0.9525,0.9506,0.0513,0.0021,0.0021,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,TumorCircumference,array,476,0.8403,0.8621,0.8491,0.8555,0.1379,0.0084,0.0086,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,TumorSize,numeric,476,,,,,0.0063,0.0021,0.0021,472.0,0.0,0.1403,0.7035,0.9364,0.9492,0.9619,0.9682,0.9725,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,Histologic_type,array,476,0.8761,0.89,0.8791,0.8845,0.11,0.0021,0.0021,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,Lauren_type,categorical,476,,,,,0.0,0.0021,0.0021,475.0,0.0,,,,,,,,0.96,0.8615,0.9234,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,Differentiation,array,476,0.895,0.9159,0.9159,0.9159,0.0841,0.0294,0.0337,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,ProximalMargin,numeric,476,,,,,0.0042,0.0021,0.0021,473.0,0.0,0.2689,1.1888,0.9175,0.9387,0.9408,0.9429,0.945,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,DistalMargin,numeric,476,,,,,0.0021,0.0021,0.0021,474.0,0.0,0.3304,1.7004,0.9156,0.9346,0.9409,0.9557,0.9599,,,,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,LymphovascularInvasion,binary,476,,,,0.9588,0.0021,0.0021,0.0021,474.0,0.0,,,,,,,,0.9494,,,0.9485,,,,,,,,,
Gemma3-12B_LowRank_FT,field,PerineuralInvasion,binary,476,,,,0.9655,0.0021,0.0021,0.0021,474.0,0.0,,,,,,,,0.981,,,0.9687,,,,,,,,,
Gemma3-12B_LowRank_FT,field,T_stage,categorical,476,,,,,0.0063,0.0021,0.0021,472.0,0.0,,,,,,,,0.9576,0.7947,0.9432,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,N_stage,categorical,476,,,,,0.0042,0.0021,0.0021,473.0,0.0,,,,,,,,0.981,0.9656,0.9599,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,M_stage,categorical,476,,,,,0.0021,0.0021,0.0021,474.0,0.0,,,,,,,,0.9852,0.8562,0.713,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,Staging,categorical,476,,,,,0.0105,0.0021,0.0021,470.0,0.0,,,,,,,,0.9255,0.7643,0.882,,,,,,,,,,
Gemma3-12B_LowRank_FT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0021,0.0021,475.0,0.0,0.1747,1.71,0.9768,,,,,,,,,0.9811,0.9832,0.9895,0.9916,0.9916,,,,
Gemma3-12B_LowRank_FT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0021,0.0021,475.0,0.0,0.6442,3.6488,0.9453,,,,,,,,,0.9474,0.9516,0.9516,0.96,0.9663,,,,
Gemma3-12B_LowRank_FT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.6786,323.0,93.6318,90.8019
Gemma3-12B_HighRank_FT,field,TumorLocation,array,476,0.9391,0.9472,0.9584,0.9528,0.0528,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,TumorCircumference,array,476,0.8445,0.8947,0.834,0.8633,0.1053,0.021,0.0214,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,TumorSize,numeric,476,,,,,0.0063,0.0,0.0,473.0,0.0,0.1266,0.6589,0.9387,0.9556,0.9683,0.9704,0.9725,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,Histologic_type,array,476,0.8908,0.9059,0.8873,0.8965,0.0941,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,Lauren_type,categorical,476,,,,,0.0,0.0,0.0,476.0,0.0,,,,,,,,0.9517,0.7612,0.9066,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,Differentiation,array,476,0.9076,0.9337,0.9135,0.9235,0.0663,0.0336,0.0386,,,,,,,,,,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,ProximalMargin,numeric,476,,,,,0.0042,0.0,0.0,474.0,0.0,0.2627,1.2152,0.9177,0.9388,0.9409,0.9473,0.9557,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,DistalMargin,numeric,476,,,,,0.0021,0.0,0.0,475.0,0.0,0.3008,1.5397,0.9158,0.9389,0.9453,0.9537,0.9579,,,,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,LymphovascularInvasion,binary,476,,,,0.954,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9432,,,0.9403,,,,,,,,,
Gemma3-12B_HighRank_FT,field,PerineuralInvasion,binary,476,,,,0.9621,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9789,,,0.9674,,,,,,,,,
Gemma3-12B_HighRank_FT,field,T_stage,categorical,476,,,,,0.0063,0.0,0.0,473.0,0.0,,,,,,,,0.9598,0.9287,0.9462,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,N_stage,categorical,476,,,,,0.0042,0.0,0.0,474.0,0.0,,,,,,,,0.9768,0.7999,0.9515,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,M_stage,categorical,476,,,,,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9853,0.8562,0.713,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,Staging,categorical,476,,,,,0.0105,0.0,0.0,471.0,0.0,,,,,,,,0.9406,0.8242,0.9061,,,,,,,,,,
Gemma3-12B_HighRank_FT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.1912,1.7471,0.9748,,,,,,,,,0.979,0.9811,0.9874,0.9895,0.9895,,,,
Gemma3-12B_HighRank_FT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.6534,3.8071,0.9391,,,,,,,,,0.9475,0.9538,0.9559,0.9601,0.9664,,,,
Gemma3-12B_HighRank_FT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.6975,332.0,94.0389,90.5531
Llama3.1-8B_LowRank_FT,field,TumorLocation,array,476,0.9538,0.9624,0.9624,0.9624,0.0376,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,TumorCircumference,array,476,0.8466,0.8375,0.8755,0.8561,0.1625,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,TumorSize,numeric,476,,,,,0.0063,0.0,0.0,473.0,0.0,0.1319,0.6764,0.9387,0.9556,0.9662,0.9683,0.9704,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,Histologic_type,array,476,0.895,0.9029,0.8955,0.8992,0.0971,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,Lauren_type,categorical,476,,,,,0.0,0.0,0.0,476.0,0.0,,,,,,,,0.9538,0.8493,0.9135,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,Differentiation,array,476,0.9055,0.9315,0.9159,0.9236,0.0685,0.0336,0.0386,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,ProximalMargin,numeric,476,,,,,0.0042,0.0,0.0,474.0,0.0,0.203,0.9064,0.9219,0.9325,0.9451,0.9536,0.9578,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,DistalMargin,numeric,476,,,,,0.0021,0.0,0.0,475.0,0.0,0.2888,1.3237,0.9221,0.9347,0.9347,0.9411,0.9432,,,,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,LymphovascularInvasion,binary,476,,,,0.9814,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9768,,,0.9739,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,PerineuralInvasion,binary,476,,,,0.9695,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9832,,,0.9704,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,T_stage,categorical,476,,,,,0.0042,0.0,0.0,473.0,1.0,,,,,,,,0.9704,0.9342,0.9603,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,N_stage,categorical,476,,,,,0.0021,0.0,0.0,474.0,1.0,,,,,,,,0.981,0.9662,0.9602,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,M_stage,categorical,476,,,,,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9853,0.8562,0.713,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,Staging,categorical,476,,,,,0.0063,0.0,0.0,471.0,2.0,,,,,,,,0.9639,0.9243,0.943,,,,,,,,,,
Llama3.1-8B_LowRank_FT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.1891,1.7465,0.9769,,,,,,,,,0.979,0.9811,0.9874,0.9895,0.9895,,,,
Llama3.1-8B_LowRank_FT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.6239,3.6383,0.9391,,,,,,,,,0.9412,0.9454,0.9538,0.9622,0.9643,,,,
Llama3.1-8B_LowRank_FT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.7353,350.0,94.5772,92.935
Llama3.1-8B_HighRank_FT,field,TumorLocation,array,476,0.9517,0.9586,0.9624,0.9605,0.0414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,TumorCircumference,array,476,0.855,0.8688,0.8623,0.8655,0.1312,0.0084,0.0086,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,TumorSize,numeric,476,,,,,0.0063,0.0,0.0,473.0,0.0,0.1186,0.6184,0.9408,0.9556,0.9683,0.9704,0.9725,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,Histologic_type,array,476,0.8908,0.8955,0.8955,0.8955,0.1045,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,Lauren_type,categorical,476,,,,,0.0,0.0,0.0,476.0,0.0,,,,,,,,0.9559,0.8874,0.9177,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,Differentiation,array,476,0.9034,0.9268,0.9135,0.9201,0.0732,0.0336,0.0386,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,ProximalMargin,numeric,476,,,,,0.0042,0.0,0.0,474.0,0.0,0.1987,0.9639,0.9262,0.9388,0.9515,0.9599,0.9662,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,DistalMargin,numeric,476,,,,,0.0021,0.0,0.0,475.0,0.0,0.2539,1.194,0.9263,0.9411,0.9432,0.9474,0.9537,,,,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,LymphovascularInvasion,binary,476,,,,0.9725,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9663,,,0.9675,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,PerineuralInvasion,binary,476,,,,0.9658,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9811,,,0.9689,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,T_stage,categorical,476,,,,,0.0042,0.0,0.0,473.0,1.0,,,,,,,,0.9641,0.9297,0.9519,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,N_stage,categorical,476,,,,,0.0021,0.0,0.0,474.0,1.0,,,,,,,,0.981,0.9662,0.9602,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,M_stage,categorical,476,,,,,0.0021,0.0,0.0,475.0,0.0,,,,,,,,0.9853,0.8562,0.713,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,Staging,categorical,476,,,,,0.0063,0.0,0.0,471.0,2.0,,,,,,,,0.9597,0.9158,0.9366,,,,,,,,,,
Llama3.1-8B_HighRank_FT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.1786,1.7131,0.9769,,,,,,,,,0.979,0.9811,0.9895,0.9916,0.9916,,,,
Llama3.1-8B_HighRank_FT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0,0.0,476.0,0.0,0.5189,2.623,0.9391,,,,,,,,,0.9433,0.9454,0.9559,0.9622,0.9664,,,,
Llama3.1-8B_HighRank_FT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.7311,348.0,94.5247,93.0944
